1.000000,4.000000,1
2.000000,14.000000,1
3.000000,11.000000,1
5.000000,4.000000,1
0.000000,9.000000,1
1.000000,83.000000,1
2.000000,99.000000,1
3.000000,24.000000,1
4.000000,6.000000,1
5.000000,26.000000,1
6.000000,1.000000,1
0.000000,10.000000,1
1.000000,100.000000,1
2.000000,75.000000,1
3.000000,27.000000,1
4.000000,6.000000,1
5.000000,29.000000,1
6.000000,5.000000,1
0.000000,9.000000,1
1.000000,78.000000,1
2.000000,131.000000,1
3.000000,28.000000,1
4.000000,7.000000,1
5.000000,26.000000,1
6.000000,2.000000,1
0.000000,5.000000,1
1.000000,89.000000,1
2.000000,126.000000,1
3.000000,41.000000,1
4.000000,7.000000,1
5.000000,19.000000,1
0.000000,8.000000,1
1.000000,90.000000,1
2.000000,108.000000,1
3.000000,57.000000,1
4.000000,9.000000,1
5.000000,24.000000,1
6.000000,1.000000,1
0.000000,7.000000,1
1.000000,108.000000,1
2.000000,112.000000,1
3.000000,32.000000,1
4.000000,4.000000,1
5.000000,15.000000,1
6.000000,3.000000,1
0.000000,8.000000,1
1.000000,117.000000,1
2.000000,101.000000,1
3.000000,57.000000,1
4.000000,11.000000,1
5.000000,22.000000,1
6.000000,4.000000,1
7.000000,1.000000,1
0.000000,5.000000,1
1.000000,95.000000,1
2.000000,101.000000,1
3.000000,40.000000,1
4.000000,3.000000,1
5.000000,23.000000,1
6.000000,2.000000,1
7.000000,1.000000,1
0.000000,6.000000,1
1.000000,95.000000,1
2.000000,105.000000,1
3.000000,31.000000,1
4.000000,6.000000,1
5.000000,30.000000,1
6.000000,2.000000,1
0.000000,6.000000,1
1.000000,116.000000,1
2.000000,96.000000,1
3.000000,32.000000,1
4.000000,3.000000,1
5.000000,28.000000,1
6.000000,5.000000,1
0.000000,11.000000,1
1.000000,81.000000,1
2.000000,120.000000,1
3.000000,37.000000,1
4.000000,11.000000,1
5.000000,18.000000,1
6.000000,2.000000,1
7.000000,1.000000,1
0.000000,3.000000,1
1.000000,87.000000,1
2.000000,128.000000,1
3.000000,41.000000,1
4.000000,6.000000,1
5.000000,18.000000,1
6.000000,4.000000,1
7.000000,1.000000,1
0.000000,7.000000,1
1.000000,96.000000,1
2.000000,141.000000,1
3.000000,45.000000,1
4.000000,20.000000,1
5.000000,17.000000,1
6.000000,2.000000,1
0.000000,16.000000,1
1.000000,88.000000,1
2.000000,120.000000,1
3.000000,42.000000,1
4.000000,8.000000,1
5.000000,26.000000,1
6.000000,2.000000,1
0.000000,25.000000,1
1.000000,87.000000,1
2.000000,77.000000,1
3.000000,32.000000,1
4.000000,7.000000,1
5.000000,12.000000,1
6.000000,3.000000,1
0.000000,16.000000,1
1.000000,106.000000,1
2.000000,101.000000,1
3.000000,38.000000,1
4.000000,4.000000,1
5.000000,17.000000,1
6.000000,5.000000,1
7.000000,1.000000,1
0.000000,11.000000,1
1.000000,105.000000,1
2.000000,97.000000,1
3.000000,35.000000,1
4.000000,5.000000,1
5.000000,19.000000,1
6.000000,2.000000,1
7.000000,1.000000,1
0.000000,9.000000,1
1.000000,88.000000,1
2.000000,122.000000,1
3.000000,40.000000,1
4.000000,4.000000,1
5.000000,16.000000,1
6.000000,4.000000,1
7.000000,2.000000,1
0.000000,11.000000,1
1.000000,89.000000,1
2.000000,107.000000,1
3.000000,37.000000,1
4.000000,4.000000,1
5.000000,13.000000,1
6.000000,4.000000,1
0.000000,9.000000,1
1.000000,111.000000,1
2.000000,155.000000,1
3.000000,37.000000,1
4.000000,11.000000,1
5.000000,14.000000,1
6.000000,1.000000,1
7.000000,1.000000,1
0.000000,7.000000,1
1.000000,595.000000,1
2.000000,293.000000,1
3.000000,61.000000,1
4.000000,12.000000,1
5.000000,12.000000,1
6.000000,8.000000,1
7.000000,2.000000,1
0.000000,10.000000,1
1.000000,324.000000,1
2.000000,166.000000,1
3.000000,28.000000,1
4.000000,10.000000,1
5.000000,12.000000,1
0.000000,7.000000,1
1.000000,233.000000,1
2.000000,119.000000,1
3.000000,30.000000,1
4.000000,6.000000,1
5.000000,10.000000,1
6.000000,1.000000,1
1.000000,171.000000,1
2.000000,124.000000,1
3.000000,30.000000,1
4.000000,6.000000,1
5.000000,14.000000,1
6.000000,4.000000,1
0.000000,12.000000,1
1.000000,128.000000,1
2.000000,124.000000,1
3.000000,43.000000,1
4.000000,7.000000,1
5.000000,8.000000,1
6.000000,5.000000,1
7.000000,1.000000,1
0.000000,8.000000,1
1.000000,117.000000,1
2.000000,137.000000,1
3.000000,39.000000,1
4.000000,5.000000,1
5.000000,7.000000,1
6.000000,4.000000,1
0.000000,3.000000,1
1.000000,103.000000,1
2.000000,101.000000,1
3.000000,22.000000,1
4.000000,8.000000,1
5.000000,3.000000,1
6.000000,5.000000,1
0.000000,7.000000,1
1.000000,93.000000,1
2.000000,113.000000,1
3.000000,28.000000,1
4.000000,4.000000,1
5.000000,10.000000,1
6.000000,3.000000,1
0.000000,4.000000,1
1.000000,77.000000,1
2.000000,66.000000,1
3.000000,20.000000,1
4.000000,6.000000,1
5.000000,13.000000,1
6.000000,4.000000,1
0.000000,5.000000,1
1.000000,66.000000,1
2.000000,66.000000,1
3.000000,18.000000,1
4.000000,8.000000,1
5.000000,13.000000,1
6.000000,3.000000,1
7.000000,1.000000,1
